Chapter,sentence_range,Text
1,71-74,"CD = – AC cos C
= – b cos C
 Fig  A1 1
 Fig  A1 2
Rationalised 2023-24
 MATHEMATICS
192
Now
a = BC = BD – CD
i e"
1,72-75,"1
 Fig  A1 2
Rationalised 2023-24
 MATHEMATICS
192
Now
a = BC = BD – CD
i e a = c cos B – ( – b cos C)
a = c cos B + b cos C"
1,73-76,"2
Rationalised 2023-24
 MATHEMATICS
192
Now
a = BC = BD – CD
i e a = c cos B – ( – b cos C)
a = c cos B + b cos C (2)
Case (iii) When ∠ C is a right angle (Fig A1"
1,74-77,"e a = c cos B – ( – b cos C)
a = c cos B + b cos C (2)
Case (iii) When ∠ C is a right angle (Fig A1 3)"
1,75-78,"a = c cos B – ( – b cos C)
a = c cos B + b cos C (2)
Case (iii) When ∠ C is a right angle (Fig A1 3) From the right angled triangle ACB,
BC
AB  = cos B
i"
1,76-79,"(2)
Case (iii) When ∠ C is a right angle (Fig A1 3) From the right angled triangle ACB,
BC
AB  = cos B
i e"
1,77-80,"3) From the right angled triangle ACB,
BC
AB  = cos B
i e BC = AB cos B
a = c cos B,
and
b cos C = b cos 900 = 0"
1,78-81,"From the right angled triangle ACB,
BC
AB  = cos B
i e BC = AB cos B
a = c cos B,
and
b cos C = b cos 900 = 0 Thus, we may write
a = 0 + c cos B
= b cos C + c cos B"
1,79-82,"e BC = AB cos B
a = c cos B,
and
b cos C = b cos 900 = 0 Thus, we may write
a = 0 + c cos B
= b cos C + c cos B (3)
From (1), (2) and (3)"
1,80-83,"BC = AB cos B
a = c cos B,
and
b cos C = b cos 900 = 0 Thus, we may write
a = 0 + c cos B
= b cos C + c cos B (3)
From (1), (2) and (3) We assert that for any triangle ABC,
a = b cos C + c cos B
By case (i), r ⇒ q is proved"
1,81-84,"Thus, we may write
a = 0 + c cos B
= b cos C + c cos B (3)
From (1), (2) and (3) We assert that for any triangle ABC,
a = b cos C + c cos B
By case (i), r ⇒ q is proved By case (ii), s ⇒ q is proved"
1,82-85,"(3)
From (1), (2) and (3) We assert that for any triangle ABC,
a = b cos C + c cos B
By case (i), r ⇒ q is proved By case (ii), s ⇒ q is proved By case (iii), t ⇒ q is proved"
1,83-86,"We assert that for any triangle ABC,
a = b cos C + c cos B
By case (i), r ⇒ q is proved By case (ii), s ⇒ q is proved By case (iii), t ⇒ q is proved Hence, from the proof by cases, (r  ∨  s  ∨  t) ⇒ q is proved, i"
1,84-87,"By case (ii), s ⇒ q is proved By case (iii), t ⇒ q is proved Hence, from the proof by cases, (r  ∨  s  ∨  t) ⇒ q is proved, i e"
1,85-88,"By case (iii), t ⇒ q is proved Hence, from the proof by cases, (r  ∨  s  ∨  t) ⇒ q is proved, i e , p ⇒ q is proved"
1,86-89,"Hence, from the proof by cases, (r  ∨  s  ∨  t) ⇒ q is proved, i e , p ⇒ q is proved Indirect Proof Instead of proving the given proposition directly, we establish the proof
of the proposition through proving a proposition which is equivalent to the given
proposition"
1,87-90,"e , p ⇒ q is proved Indirect Proof Instead of proving the given proposition directly, we establish the proof
of the proposition through proving a proposition which is equivalent to the given
proposition (i)
Proof by contradiction (Reductio Ad Absurdum) : Here, we start with the
assumption that the given statement is false"
1,88-91,", p ⇒ q is proved Indirect Proof Instead of proving the given proposition directly, we establish the proof
of the proposition through proving a proposition which is equivalent to the given
proposition (i)
Proof by contradiction (Reductio Ad Absurdum) : Here, we start with the
assumption that the given statement is false By rules of logic, we arrive at a
conclusion contradicting the assumption and hence it is inferred that the assumption
is wrong and hence the given statement is true"
1,89-92,"Indirect Proof Instead of proving the given proposition directly, we establish the proof
of the proposition through proving a proposition which is equivalent to the given
proposition (i)
Proof by contradiction (Reductio Ad Absurdum) : Here, we start with the
assumption that the given statement is false By rules of logic, we arrive at a
conclusion contradicting the assumption and hence it is inferred that the assumption
is wrong and hence the given statement is true Let us illustrate this method by an example"
1,90-93,"(i)
Proof by contradiction (Reductio Ad Absurdum) : Here, we start with the
assumption that the given statement is false By rules of logic, we arrive at a
conclusion contradicting the assumption and hence it is inferred that the assumption
is wrong and hence the given statement is true Let us illustrate this method by an example Example 5 Show that the set of all prime numbers is infinite"
1,91-94,"By rules of logic, we arrive at a
conclusion contradicting the assumption and hence it is inferred that the assumption
is wrong and hence the given statement is true Let us illustrate this method by an example Example 5 Show that the set of all prime numbers is infinite Solution Let P be the set of all prime numbers"
1,92-95,"Let us illustrate this method by an example Example 5 Show that the set of all prime numbers is infinite Solution Let P be the set of all prime numbers We take the negation of the statement
“the set of all prime numbers is infinite”, i"
1,93-96,"Example 5 Show that the set of all prime numbers is infinite Solution Let P be the set of all prime numbers We take the negation of the statement
“the set of all prime numbers is infinite”, i e"
1,94-97,"Solution Let P be the set of all prime numbers We take the negation of the statement
“the set of all prime numbers is infinite”, i e , we assume the set of all prime numbers
to be finite"
1,95-98,"We take the negation of the statement
“the set of all prime numbers is infinite”, i e , we assume the set of all prime numbers
to be finite Hence, we can list all the prime numbers as P1, P2, P3,"
1,96-99,"e , we assume the set of all prime numbers
to be finite Hence, we can list all the prime numbers as P1, P2, P3, , Pk (say)"
1,97-100,", we assume the set of all prime numbers
to be finite Hence, we can list all the prime numbers as P1, P2, P3, , Pk (say) Note
that we have assumed that there is no prime number other than P1, P2, P3,"
1,98-101,"Hence, we can list all the prime numbers as P1, P2, P3, , Pk (say) Note
that we have assumed that there is no prime number other than P1, P2, P3, , Pk"
1,99-102,", Pk (say) Note
that we have assumed that there is no prime number other than P1, P2, P3, , Pk Now consider N = (P1 P2 P3…Pk)  + 1"
1,100-103,"Note
that we have assumed that there is no prime number other than P1, P2, P3, , Pk Now consider N = (P1 P2 P3…Pk)  + 1 (1)
N is not in the list as N is larger than any of the numbers in the list"
1,101-104,", Pk Now consider N = (P1 P2 P3…Pk)  + 1 (1)
N is not in the list as N is larger than any of the numbers in the list N is either prime or composite"
1,102-105,"Now consider N = (P1 P2 P3…Pk)  + 1 (1)
N is not in the list as N is larger than any of the numbers in the list N is either prime or composite Fig  A1"
1,103-106,"(1)
N is not in the list as N is larger than any of the numbers in the list N is either prime or composite Fig  A1 3
Rationalised 2023-24
PROOFS IN MATHEMATICS
193
If N is a prime, then by (1), there exists a prime number which is not listed"
1,104-107,"N is either prime or composite Fig  A1 3
Rationalised 2023-24
PROOFS IN MATHEMATICS
193
If N is a prime, then by (1), there exists a prime number which is not listed On the other hand, if N is composite, it should have a prime divisor"
1,105-108,"Fig  A1 3
Rationalised 2023-24
PROOFS IN MATHEMATICS
193
If N is a prime, then by (1), there exists a prime number which is not listed On the other hand, if N is composite, it should have a prime divisor But none of the
numbers in the list can divide N, because they all leave the remainder 1"
1,106-109,"3
Rationalised 2023-24
PROOFS IN MATHEMATICS
193
If N is a prime, then by (1), there exists a prime number which is not listed On the other hand, if N is composite, it should have a prime divisor But none of the
numbers in the list can divide N, because they all leave the remainder 1 Hence, the
prime divisor should be other than the one in the list"
1,107-110,"On the other hand, if N is composite, it should have a prime divisor But none of the
numbers in the list can divide N, because they all leave the remainder 1 Hence, the
prime divisor should be other than the one in the list Thus, in both the cases whether N is a prime or a composite, we ended up with
contradiction to the fact that we have listed all the prime numbers"
1,108-111,"But none of the
numbers in the list can divide N, because they all leave the remainder 1 Hence, the
prime divisor should be other than the one in the list Thus, in both the cases whether N is a prime or a composite, we ended up with
contradiction to the fact that we have listed all the prime numbers Hence, our assumption that set of all prime numbers is finite is false"
1,109-112,"Hence, the
prime divisor should be other than the one in the list Thus, in both the cases whether N is a prime or a composite, we ended up with
contradiction to the fact that we have listed all the prime numbers Hence, our assumption that set of all prime numbers is finite is false Thus, the set of all prime numbers is infinite"
1,110-113,"Thus, in both the cases whether N is a prime or a composite, we ended up with
contradiction to the fact that we have listed all the prime numbers Hence, our assumption that set of all prime numbers is finite is false Thus, the set of all prime numbers is infinite ANote  Observe that the above proof also uses the method of proof by cases"
1,111-114,"Hence, our assumption that set of all prime numbers is finite is false Thus, the set of all prime numbers is infinite ANote  Observe that the above proof also uses the method of proof by cases (ii)
Proof by using contrapositive statement of the given statement
Instead of proving the conditional p ⇒ q, we prove its equivalent, i"
1,112-115,"Thus, the set of all prime numbers is infinite ANote  Observe that the above proof also uses the method of proof by cases (ii)
Proof by using contrapositive statement of the given statement
Instead of proving the conditional p ⇒ q, we prove its equivalent, i e"
1,113-116,"ANote  Observe that the above proof also uses the method of proof by cases (ii)
Proof by using contrapositive statement of the given statement
Instead of proving the conditional p ⇒ q, we prove its equivalent, i e ,
~ q ⇒ ~ p"
1,114-117,"(ii)
Proof by using contrapositive statement of the given statement
Instead of proving the conditional p ⇒ q, we prove its equivalent, i e ,
~ q ⇒ ~ p (students can verify)"
1,115-118,"e ,
~ q ⇒ ~ p (students can verify) The contrapositive of a conditional can be formed by interchanging the conclusion
and the hypothesis and negating both"
1,116-119,",
~ q ⇒ ~ p (students can verify) The contrapositive of a conditional can be formed by interchanging the conclusion
and the hypothesis and negating both Example 6 Prove that the function f : R →
→
→
→
→ R  defined by f (x) = 2x + 5 is one-one"
1,117-120,"(students can verify) The contrapositive of a conditional can be formed by interchanging the conclusion
and the hypothesis and negating both Example 6 Prove that the function f : R →
→
→
→
→ R  defined by f (x) = 2x + 5 is one-one Solution A function is one-one if f (x1) = f (x2) ⇒ x1 = x2"
1,118-121,"The contrapositive of a conditional can be formed by interchanging the conclusion
and the hypothesis and negating both Example 6 Prove that the function f : R →
→
→
→
→ R  defined by f (x) = 2x + 5 is one-one Solution A function is one-one if f (x1) = f (x2) ⇒ x1 = x2 Using this we have to show that “2x1+ 5 = 2x2 + 5” ⇒ “x1 = x2”"
1,119-122,"Example 6 Prove that the function f : R →
→
→
→
→ R  defined by f (x) = 2x + 5 is one-one Solution A function is one-one if f (x1) = f (x2) ⇒ x1 = x2 Using this we have to show that “2x1+ 5 = 2x2 + 5” ⇒ “x1 = x2” This is of the form
p ⇒ q, where, p is 2x1+ 5 = 2x2 + 5 and q : x1  = x2"
1,120-123,"Solution A function is one-one if f (x1) = f (x2) ⇒ x1 = x2 Using this we have to show that “2x1+ 5 = 2x2 + 5” ⇒ “x1 = x2” This is of the form
p ⇒ q, where, p is 2x1+ 5 = 2x2 + 5 and q : x1  = x2 We have proved this in Example 2
of “direct method”"
1,121-124,"Using this we have to show that “2x1+ 5 = 2x2 + 5” ⇒ “x1 = x2” This is of the form
p ⇒ q, where, p is 2x1+ 5 = 2x2 + 5 and q : x1  = x2 We have proved this in Example 2
of “direct method” We can also prove the same by using contrapositive of the statement"
1,122-125,"This is of the form
p ⇒ q, where, p is 2x1+ 5 = 2x2 + 5 and q : x1  = x2 We have proved this in Example 2
of “direct method” We can also prove the same by using contrapositive of the statement Now
contrapositive of this statement is ~ q ⇒ ~ p, i"
1,123-126,"We have proved this in Example 2
of “direct method” We can also prove the same by using contrapositive of the statement Now
contrapositive of this statement is ~ q ⇒ ~ p, i e"
1,124-127,"We can also prove the same by using contrapositive of the statement Now
contrapositive of this statement is ~ q ⇒ ~ p, i e , contrapositive of “ if f (x1) = f (x2),
then x1 = x2” is “if x1 ≠x2, then  f (x1) ≠ f (x2)”"
1,125-128,"Now
contrapositive of this statement is ~ q ⇒ ~ p, i e , contrapositive of “ if f (x1) = f (x2),
then x1 = x2” is “if x1 ≠x2, then  f (x1) ≠ f (x2)” Now
x1 ≠ x2
⇒
2x1 ≠ 2x2
⇒
2x1+ 5 ≠ 2x2 + 5
⇒
f (x1) ≠ f (x2)"
1,126-129,"e , contrapositive of “ if f (x1) = f (x2),
then x1 = x2” is “if x1 ≠x2, then  f (x1) ≠ f (x2)” Now
x1 ≠ x2
⇒
2x1 ≠ 2x2
⇒
2x1+ 5 ≠ 2x2 + 5
⇒
f (x1) ≠ f (x2) Since “~ q ⇒ ~ p”, is equivalent to “p ⇒ q” the proof is complete"
1,127-130,", contrapositive of “ if f (x1) = f (x2),
then x1 = x2” is “if x1 ≠x2, then  f (x1) ≠ f (x2)” Now
x1 ≠ x2
⇒
2x1 ≠ 2x2
⇒
2x1+ 5 ≠ 2x2 + 5
⇒
f (x1) ≠ f (x2) Since “~ q ⇒ ~ p”, is equivalent to “p ⇒ q” the proof is complete Example 7 Show that “if a matrix A is invertible, then A is non singular”"
